Nome da rua;Freguesia
Caminho Municipal 2521-5;UNHAIS DA SERRA
Caminho Municipal 2521-6;UNHAIS DA SERRA
Caminho Municipal 2524;UNHAIS DA SERRA
Caminho Municipal 2524-1;UNHAIS DA SERRA
Caminho Municipal 2524-2;UNHAIS DA SERRA
Caminho Municipal 2526;UNHAIS DA SERRA
Caminho Municipal 2526-1;UNHAIS DA SERRA
Caminho Municipal 2526-2;UNHAIS DA SERRA
Caminho Municipal 2533;UNHAIS DA SERRA
Caminho Municipal 2535;UNHAIS DA SERRA
Caminho Municipal 2535-1;UNHAIS DA SERRA
Caminho Municipal 2539;UNHAIS DA SERRA
Caminho Municipal 2701-1;UNHAIS DA SERRA
Caminho Municipal 2761-2;UNHAIS DA SERRA
Caminho Municipal 2761-4;UNHAIS DA SERRA
Caminho Municipal 2761-5;UNHAIS DA SERRA
Caminho das Courelinhas;UNHAIS DA SERRA
Canada dos Pastores;UNHAIS DA SERRA
Canto Bernardino da Fonseca;UNHAIS DA SERRA
Escadaria do Forno;UNHAIS DA SERRA
Estrada Nacional 230;UNHAIS DA SERRA
Estrada Nacional 338-1;UNHAIS DA SERRA
Estrada da Quinta da Vargem;UNHAIS DA SERRA
Largo 11 de Julho;UNHAIS DA SERRA
Largo Padre Hermínio F Martins;UNHAIS DA SERRA
Largo Silvestre Gaudêncio;UNHAIS DA SERRA
Largo da Capela;UNHAIS DA SERRA
Parque Industrial Campo Torgas;UNHAIS DA SERRA
Quinta da Vargem;UNHAIS DA SERRA
Rua 25 de Abril;UNHAIS DA SERRA
Rua Amoreira;UNHAIS DA SERRA
Rua Caminho Velho;UNHAIS DA SERRA
Rua Comendador António Gil;UNHAIS DA SERRA
Rua Conde Covilhã;UNHAIS DA SERRA
Rua Doutor Amândio M Leitão;UNHAIS DA SERRA
Rua Fernando J G Braga;UNHAIS DA SERRA
Rua Fonte;UNHAIS DA SERRA
Rua Junta de Freguesia;UNHAIS DA SERRA
Rua Levada;UNHAIS DA SERRA
Rua Nova do Casal;UNHAIS DA SERRA
Rua Nova do Pesinho;UNHAIS DA SERRA
Rua Padre Alfredo Santos Marques;UNHAIS DA SERRA
Rua Pesinho;UNHAIS DA SERRA
Rua Porto à Eira;UNHAIS DA SERRA
Rua Quelha;UNHAIS DA SERRA
Rua Ribeiro;UNHAIS DA SERRA
Rua Santo Aleixo;UNHAIS DA SERRA
Rua Via Bardinhos;UNHAIS DA SERRA
Rua Via Barreiro;UNHAIS DA SERRA
Rua Via Estrela;UNHAIS DA SERRA
Rua Via Paraíso 1;UNHAIS DA SERRA
Rua Via Paraíso 2;UNHAIS DA SERRA
Rua da Arxada;UNHAIS DA SERRA
Rua da Barroca;UNHAIS DA SERRA
Rua da Bela Vista;UNHAIS DA SERRA
Rua da Bouça Velha;UNHAIS DA SERRA
Rua das Moutas;UNHAIS DA SERRA
Rua do Pisão;UNHAIS DA SERRA
Rua do Sindicato;UNHAIS DA SERRA
Rua dos Moinhos;UNHAIS DA SERRA
Travessa 1;UNHAIS DA SERRA
Travessa 2;UNHAIS DA SERRA
Travessa 3;UNHAIS DA SERRA
Travessa 4;UNHAIS DA SERRA
Travessa Tio João Lopes;UNHAIS DA SERRA
Trilho do Major;UNHAIS DA SERRA
Via Estrela;UNHAIS DA SERRA
Via Romana;UNHAIS DA SERRA
1ª Travessa à Rua do Pinheiro;VALE FORMOSO E ALDEIA DO SOUTO
2ª Travessa à Rua do Pinheiro;VALE FORMOSO E ALDEIA DO SOUTO
Caminho Municipal 1021;VALE FORMOSO E ALDEIA DO SOUTO
Caminho Municipal 1813;VALE FORMOSO E ALDEIA DO SOUTO
Caminho Municipal 2101;VALE FORMOSO E ALDEIA DO SOUTO
Caminho Municipal 2103;VALE FORMOSO E ALDEIA DO SOUTO
Caminho Municipal 2103-2;VALE FORMOSO E ALDEIA DO SOUTO
Caminho Municipal 2104;VALE FORMOSO E ALDEIA DO SOUTO
Caminho Municipal 2106;VALE FORMOSO E ALDEIA DO SOUTO
Caminho Municipal 2107;VALE FORMOSO E ALDEIA DO SOUTO
Caminho Municipal 2107-1;VALE FORMOSO E ALDEIA DO SOUTO
Caminho Municipal 2108;VALE FORMOSO E ALDEIA DO SOUTO
Caminho Municipal 2108-1;VALE FORMOSO E ALDEIA DO SOUTO
Caminho Municipal 2108-2;VALE FORMOSO E ALDEIA DO SOUTO
Estrada Municipal;VALE FORMOSO E ALDEIA DO SOUTO
Estrada Municipal 502;VALE FORMOSO E ALDEIA DO SOUTO
Estrada Municipal 503;VALE FORMOSO E ALDEIA DO SOUTO
Estrada Nacional 18;VALE FORMOSO E ALDEIA DO SOUTO
Estrada Nacional 232;VALE FORMOSO E ALDEIA DO SOUTO
Estrada do Terlamonte;VALE FORMOSO E ALDEIA DO SOUTO
Largo Doutor Joaquim Pereira Macedo;VALE FORMOSO E ALDEIA DO SOUTO
Largo Espírito Santo;VALE FORMOSO E ALDEIA DO SOUTO
Largo Igreja;VALE FORMOSO E ALDEIA DO SOUTO
Largo Januário Barreto;VALE FORMOSO E ALDEIA DO SOUTO
Largo da Escola;VALE FORMOSO E ALDEIA DO SOUTO
Largo da Praça;VALE FORMOSO E ALDEIA DO SOUTO
Largo do Rossio;VALE FORMOSO E ALDEIA DO SOUTO
Quinta Monte Negro;VALE FORMOSO E ALDEIA DO SOUTO
Rua 1º de Dezembro;VALE FORMOSO E ALDEIA DO SOUTO
Rua Amoreira;VALE FORMOSO E ALDEIA DO SOUTO
Rua Bica;VALE FORMOSO E ALDEIA DO SOUTO
Rua Cabeço da Fonte;VALE FORMOSO E ALDEIA DO SOUTO
Rua Cabo do Mundo;VALE FORMOSO E ALDEIA DO SOUTO
Rua Carvalho Araújo;VALE FORMOSO E ALDEIA DO SOUTO
Rua Combatente Ludgero Carapito Gomes;VALE FORMOSO E ALDEIA DO SOUTO
Rua Corte Nova;VALE FORMOSO E ALDEIA DO SOUTO
Rua Doutor José Alberto Mateus Marques;VALE FORMOSO E ALDEIA DO SOUTO
Rua Doutor Manuel Conde;VALE FORMOSO E ALDEIA DO SOUTO
Rua Escola;VALE FORMOSO E ALDEIA DO SOUTO
Rua Fonte Velha;VALE FORMOSO E ALDEIA DO SOUTO
Rua Guerra Junqueiro;VALE FORMOSO E ALDEIA DO SOUTO
Rua Iró;VALE FORMOSO E ALDEIA DO SOUTO
Rua Laranjeira;VALE FORMOSO E ALDEIA DO SOUTO
Rua Manuel Conde;VALE FORMOSO E ALDEIA DO SOUTO
Rua Maria Janeira;VALE FORMOSO E ALDEIA DO SOUTO
Rua Outeiro;VALE FORMOSO E ALDEIA DO SOUTO
Rua Pinheiro;VALE FORMOSO E ALDEIA DO SOUTO
Rua Quinta do Sinque;VALE FORMOSO E ALDEIA DO SOUTO
Rua São Sebastião;VALE FORMOSO E ALDEIA DO SOUTO
Rua Sítio das Regadas;VALE FORMOSO E ALDEIA DO SOUTO
Rua da Corte Nova;VALE FORMOSO E ALDEIA DO SOUTO
Rua da Cotovia;VALE FORMOSO E ALDEIA DO SOUTO
Rua da Escola;VALE FORMOSO E ALDEIA DO SOUTO
Rua da Madalena;VALE FORMOSO E ALDEIA DO SOUTO
Rua da Pouca Farinha;VALE FORMOSO E ALDEIA DO SOUTO
Rua da Urbanização;VALE FORMOSO E ALDEIA DO SOUTO
Rua das Fontainhas;VALE FORMOSO E ALDEIA DO SOUTO
Rua das Quatro Quinas;VALE FORMOSO E ALDEIA DO SOUTO
Rua de Santa Ana;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Cabecinho;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Cabeço Pelado;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Forno;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Pontão;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Quebra Costas;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Relógio;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Rossio;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Sardeiral;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Tronco;VALE FORMOSO E ALDEIA DO SOUTO
Rua dos Depósitos da Água;VALE FORMOSO E ALDEIA DO SOUTO
Rua dos Depósitos de Água;VALE FORMOSO E ALDEIA DO SOUTO
Rua dos Tanques;VALE FORMOSO E ALDEIA DO SOUTO
Transversal da Travessa de Santa Ana;VALE FORMOSO E ALDEIA DO SOUTO
Travessa Corte Nova;VALE FORMOSO E ALDEIA DO SOUTO
Travessa Laranjeira;VALE FORMOSO E ALDEIA DO SOUTO
Travessa Manuel Conde;VALE FORMOSO E ALDEIA DO SOUTO
Travessa Outeiro;VALE FORMOSO E ALDEIA DO SOUTO
Travessa da Corte Nova;VALE FORMOSO E ALDEIA DO SOUTO
Travessa da Pouca Farinha;VALE FORMOSO E ALDEIA DO SOUTO
Travessa de Santa Ana;VALE FORMOSO E ALDEIA DO SOUTO
Travessa do Pinheiro;VALE FORMOSO E ALDEIA DO SOUTO
Travessa do Sardeiral;VALE FORMOSO E ALDEIA DO SOUTO
1023;VERDELHOS
Avenida Primeiro Cabo Joaquim Pais Tanganho;VERDELHOS
Avenida de São Romão;VERDELHOS
Bairro da Capela de São Romão;VERDELHOS
Bairro da Rainha Santa Isabel;VERDELHOS
Beco da Fonte;VERDELHOS
Beco do Vale;VERDELHOS
Caminho Horta da Pedreira;VERDELHOS
Caminho Municipal 1001;VERDELHOS
Caminho Municipal 1022;VERDELHOS
Caminho Municipal 1023;VERDELHOS
Caminho Municipal 1402;VERDELHOS
Caminho Municipal 1404;VERDELHOS
Caminho Municipal 1501;VERDELHOS
Caminho Municipal 1501-1;VERDELHOS
Caminho Municipal 1506;VERDELHOS
Caminho Municipal 1507;VERDELHOS
Caminho Municipal 1507-1;VERDELHOS
Caminho Municipal 1507-2;VERDELHOS
Caminho Municipal 1509;VERDELHOS
Caminho Municipal 1509-1;VERDELHOS
Caminho Municipal 1509-2;VERDELHOS
Caminho Municipal 1509-3;VERDELHOS
Caminho Municipal 1509-4;VERDELHOS
Caminho Municipal 1510;VERDELHOS
Caminho Municipal 1510-1;VERDELHOS
Caminho Municipal 1510-2;VERDELHOS
Caminho Municipal 1510-3;VERDELHOS
Caminho Municipal 1511;VERDELHOS
Caminho Municipal 1511-1;VERDELHOS
Caminho Municipal 1514;VERDELHOS
Caminho Municipal 1514-2;VERDELHOS
Caminho Municipal 1516;VERDELHOS
Caminho Municipal 1517;VERDELHOS
Caminho Municipal 1517-1;VERDELHOS
Caminho Municipal 1517-3;VERDELHOS
Caminho Municipal 1518;VERDELHOS
Caminho Municipal 1519;VERDELHOS
Caminho Municipal 1520;VERDELHOS
Caminho Municipal 1522;VERDELHOS
Caminho Municipal 1523;VERDELHOS
Caminho Municipal 1523-1;VERDELHOS
Caminho Municipal 1524;VERDELHOS
Caminho Municipal 1528;VERDELHOS
Caminho Municipal 1803;VERDELHOS
Caminho das Hortas;VERDELHOS
Caminho das Zebras;VERDELHOS
Caminho do Pioso;VERDELHOS
Estrada Municipal;VERDELHOS
Estrada Municipal 501;VERDELHOS
Largo da Boavista;VERDELHOS
Largo da Capela de São Romão;VERDELHOS
Largo da Igreja / Nossa Senhora do Rosário;VERDELHOS
Largo das Festas;VERDELHOS
Largo de Santo António;VERDELHOS
Largo do Terreiro;VERDELHOS
Largo dos Combatentes;VERDELHOS
Primeira Travessa da Pedreira;VERDELHOS
Rua Direita;VERDELHOS
Rua Direita da Borralheira;VERDELHOS
Rua Direita da Burralheira;VERDELHOS
Rua Padre António Lucas de Oliveira;VERDELHOS
Rua Primeiro de Dezembro;VERDELHOS
Rua da Amoreira;VERDELHOS
Rua da Boavista;VERDELHOS
Rua da Escola;VERDELHOS
Rua da Fonte;VERDELHOS
Rua da Fonte Vinte e Cinco de Abril;VERDELHOS
Rua da Pedreira;VERDELHOS
Rua da Ponte;VERDELHOS
Rua da Rainha Santa Isabel;VERDELHOS
Rua das Almas;VERDELHOS
Rua das Fragas;VERDELHOS
Rua do Carril;VERDELHOS
Rua do Forno;VERDELHOS
Rua do Outeiro;VERDELHOS
Rua do Vale;VERDELHOS
Segunda Travessa da Pedreira;VERDELHOS
Sítio do Vale;VERDELHOS
Travessa Vinte e Cinco de Abril;VERDELHOS
Travessa da Amoreira;VERDELHOS
Travessa da Rua Direita;VERDELHOS
Travessa da Rua Direita da Borralheira;VERDELHOS
Travessa do Caminho das Hortas;VERDELHOS
Travessa do Carril;VERDELHOS
Travessa do Forno;VERDELHOS
Travessa do Pescador;VERDELHOS
